itemId,title,details
1524,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance
1848,"Soulless (Parasol Protectorate, #1)",Gail Carriger
2154,"Hounded (The Iron Druid Chronicles, #1)",Kevin Hearne
884,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",Ransom Riggs
1001,The Dinner,"Herman Koch, Sam Garrett"
1474,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker
979,Leaving Time,Jodi Picoult
1598,The Maltese Falcon,Dashiell Hammett
1237,The Shell Seekers,Rosamunde Pilcher
1235,Cosmos,Carl Sagan
1684,The Richest Man in Babylon,George S. Clason
1307,How to Be a Woman,Caitlin Moran
1522,Brooklyn,Colm Tóibín
776,The Art Book,Phaidon Press
1717,Essential Tales and Poems,"Edgar Allan Poe, Benjamin F. Fisher"
680,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,Napoleon Hill
1188,The 4-Hour Workweek,Timothy Ferriss
990,Rework,"Jason Fried, David Heinemeier Hansson"
1507,The Power of Positive Thinking,Norman Vincent Peale
1625,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge
2224,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton
2303,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton
1270,Sputnik Sweetheart,"Haruki Murakami, Philip Gabriel"
1583,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan"
1632,The Mitten,Jan Brett
1875,A Bad Case of Stripes,David Shannon
163,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan
909,"The Throne of Fire (Kane Chronicles, #2)",Rick Riordan
1002,"Champion (Legend, #3)",Marie Lu
713,"Prodigy (Legend, #2)",Marie Lu
327,"Legend (Legend, #1)",Marie Lu
1131,"Chocolat (Chocolat, #1)",Joanne Harris
1494,Born Standing Up: A Comic's Life,Steve Martin
1190,Rules of Civility,Amor Towles
1551,Behind Closed Doors,B.A. Paris
1764,"The Time Paradox (Artemis Fowl, #6)",Eoin Colfer
1172,"The Opal Deception  (Artemis Fowl, #4)",Eoin Colfer
1726,"Dragon Rider (Dragon Rider, #1)",Cornelia Funke
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins
541,The Truth About Forever,Sarah Dessen
667,Along for the Ride,Sarah Dessen
615,This Lullaby,Sarah Dessen
1667,What Happened to Goodbye,Sarah Dessen
517,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles
2435,Catching Jordan,Miranda Kenneally
2019,"The Maze of Bones  (The 39 Clues, #1)",Rick Riordan
128,Steve Jobs,Walter Isaacson
1506,The Zahir,"Paulo Coelho, Margaret Jull Costa"
1809,"Mossflower (Redwall, #2)",Brian Jacques
1065,"Career of Evil (Cormoran Strike, #3)","Robert Galbraith, J.K. Rowling"
900,The Selfish Gene,Richard Dawkins
972,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Jules Verne
866,Jaws,Peter Benchley
1631,The Sign of Four,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert"
1137,"The Eternity Code (Artemis Fowl, #3)",Eoin Colfer
918,"The Arctic Incident (Artemis Fowl, #2)",Eoin Colfer
1243,"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan
1616,"Stormbreaker (Alex Rider, #1)",Anthony Horowitz
1200,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson
1917,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",Carrie Ryan
1735,"Size 12 Is Not Fat (Heather Wells, #1)",Meg Cabot
1375,Me and Earl and the Dying Girl,Jesse Andrews
1059,"Among the Hidden (Shadow Children, #1)",Margaret Peterson Haddix
1504,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan
1968,"Peter and the Starcatchers (Peter and the Starcatchers, #1)","Dave Barry, Ridley Pearson, Greg Call"
1399,"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan
1335,"Poison Study (Study, #1)",Maria V. Snyder
1745,"Leviathan (Leviathan, #1)",Scott Westerfeld
1008,"The Power of Six (Lorien Legacies, #2)",Pittacus Lore
1716,"The Rise of Nine (Lorien Legacies, #3)",Pittacus Lore
1746,Hide and Seek,James Patterson
823,"A is for Alibi (Kinsey Millhone, #1)",Sue Grafton
2030,"M is for Malice (Kinsey Millhone, #13)",Sue Grafton
832,"Naked in Death (In Death, #1)",J.D. Robb
1578,Intensity,Dean Koontz
1016,"The Surgeon (Rizzoli & Isles, #1)",Tess Gerritsen
1617,"Without Fail (Jack Reacher, #6)","Lee Child, Dick Hill"
1600,"Tripwire  (Jack Reacher, #3)",Lee Child
1150,Absolute Power,David Baldacci
1451,"The Walking Dead, Compendium 1",Robert Kirkman
1869,"Dealing with Dragons (Enchanted Forest Chronicles, #1)","Patricia C. Wrede, Peter de Sève"
3132,Fairest,Gail Carson Levine
1461,The Memoirs of Sherlock Holmes,Arthur Conan Doyle
252,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer
1760,"Keys to the Demon Prison (Fablehaven, #5)",Brandon Mull
581,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer
774,"Cress (The Lunar Chronicles, #3)",Marissa Meyer
1092,Sycamore Row,John Grisham
1675,The Book of Ruth,Jane Hamilton
1892,Case Histories (Jackson Brodie #1),Kate Atkinson
781,"Specials (Uglies, #3)",Scott Westerfeld
1293,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)","Trenton Lee Stewart, Carson Ellis"
1939,If You Give a Pig a Pancake ,"Laura Joffe Numeroff, Felicia Bond"
1635,"Click, Clack, Moo: Cows That Type","Doreen Cronin, Betsy Lewin"
844,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert"
2039,Blueberries for Sal,Robert McCloskey
1052,Handle with Care,Jodi Picoult
1712,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny
2080,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert
2672,Milk and Honey,Rupi Kaur
1762,While I Was Gone,Sue Miller
1661,Secret Daughter,Shilpi Somaya Gowda
1162,Seriously... I'm Kidding,Ellen DeGeneres
2182,"Night World, No. 1 (Night World, #1-3)",L.J. Smith
2077,"The Luxe (Luxe, #1)",Anna Godbersen
183,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare
309,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare
319,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare
434,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick
583,"Silence (Hush, Hush, #3)",Becca Fitzpatrick
1276,"Unearthly (Unearthly, #1)",Cynthia Hand
280,"Delirium (Delirium, #1)",Lauren Oliver
2217,"Hallowed (Unearthly, #2)",Cynthia Hand
644,"Slammed (Slammed, #1)",Colleen Hoover
962,"Point of Retreat (Slammed, #2)",Colleen Hoover
2437,"This Girl (Slammed, #3)",Colleen Hoover
525,"Pandemonium (Delirium, #2)",Lauren Oliver
294,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan
1359,"The Serpent's Shadow (Kane Chronicles, #3)",Rick Riordan
2420,The Demigod Files (Percy Jackson and the Olympians),Rick Riordan
1548,"Frog and Toad Are Friends (Frog and Toad, #1)",Arnold Lobel
1112,"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery
2821,"Anne's House of Dreams (Anne of Green Gables, #5)",L.M. Montgomery
1158,Exodus,Leon Uris
1896,"Pollyanna (Pollyanna, #1)",Eleanor H. Porter
382,"Will Grayson, Will Grayson","John Green, David Levithan"
1782,"The Dream Thieves (The Raven Cycle, #2)",Maggie Stiefvater
2558,"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater
1807,The Scorpio Races,Maggie Stiefvater
1516,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb
2392,"Tithe (Modern Faerie Tales, #1)",Holly Black
2238,"The Duke and I (Bridgertons, #1)",Julia Quinn
1754,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare
1660,The Sisters Brothers,"Patrick deWitt, Marcelo Barbão"
1306,The Silent Wife,A.S.A. Harrison
1313,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose
1486,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman"
1241,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard"
1173,"The Girl in the Spider's Web (Millennium, #4)","David Lagercrantz, Stieg Larsson, George Goulding"
1345,Pretty Girls,Karin Slaughter
1028,Truly Madly Guilty,Liane Moriarty
1499,Small Great Things,Jodi Picoult
351,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare
460,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare
1772,"The Black Stallion (The Black Stallion, #1)","Walter Farley, Keith Ward"
970,"Steelheart (The Reckoners, #1)",Brandon Sanderson
1789,Dreamland,Sarah Dessen
1803,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",L.J. Smith
2394,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",L.J. Smith
685,"Gone (Gone, #1)",Michael  Grant
1805,"Night World, No. 3 (Night World, #7-9)",L.J. Smith
1820,"Hunger (Gone, #2)",Michael  Grant
415,"Evermore (The Immortals, #1)",Alyson Noel
1830,"Blue Moon (The Immortals, #2)",Alyson Noel
756,"The Iron King (The Iron Fey, #1)",Julie Kagawa
1437,The Iron Daughter,Julie Kagawa
1541,"The Iron Queen (The Iron Fey, #3)",Julie Kagawa
1176,Mystic River,Dennis Lehane
1337,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett
980,"Moon Called (Mercy Thompson, #1)",Patricia Briggs
1653,"Blood Bound (Mercy Thompson, #2)",Patricia Briggs
1636,"Iron Kissed (Mercy Thompson, #3)",Patricia Briggs
1889,"Bone Crossed (Mercy Thompson, #4)",Patricia Briggs
1962,"Silver Borne (Mercy Thompson, #5)",Patricia Briggs
2126,"Cry Wolf (Alpha & Omega, #1)",Patricia Briggs
2614,"River Marked (Mercy Thompson, #6)",Patricia Briggs
926,Luckiest Girl Alive,Jessica Knoll
566,"After You (Me Before You, #2)",Jojo Moyes
1433,The Woman in Cabin 10,Ruth Ware
1568,It Ends with Us,Colleen Hoover
2216,The Couple Next Door,Shari Lapena
2037,Commonwealth,Ann Patchett
1118,"Requiem (Delirium, #3)",Lauren Oliver
849,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison
1823,"A Bear Called Paddington (Paddington, #1)","Michael Bond, Peggy Fortnum"
1274,The Night Before Christmas,"Clement C. Moore, Jan Brett"
1428,"Cabin Fever (Diary of a Wimpy Kid, #6)",Jeff Kinney
452,"The 5th Wave (The 5th Wave, #1)",Rick Yancey
1229,Stellaluna,Janell Cannon
1287,"Miss Nelson Is Missing! (Miss Nelson, #1)","Harry Allard, James  Marshall"
841,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward
889,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward
1291,"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward
1336,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward
1473,"Lover Enshrined (Black Dagger Brotherhood, #6)",J.R. Ward
1251,"The Reckoning (Darkest Powers, #3)",Kelley Armstrong
1290,"Messenger (The Giver, #3)",Lois Lowry
1903,"Son (The Giver, #4)",Lois Lowry
946,"The Kill Order (Maze Runner, #0.5)",James Dashner
2254,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer
1045,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",Veronica Roth
1353,"Winter (The Lunar Chronicles, #4)",Marissa Meyer
3345,Simon vs. the Homo Sapiens Agenda,Becky Albertalli
1879,Best Friends Forever,Jennifer Weiner
1247,Rosemary's Baby,Ira Levin
1971,"Revelations (Blue Bloods, #3)",Melissa de la Cruz
814,"Tempted (House of Night, #6)","P.C. Cast, Kristin Cast"
2038,"The Van Alen Legacy (Blue Bloods, #4)",Melissa de la Cruz
805,"Burned (House of Night, #7)","P.C. Cast, Kristin Cast"
880,"The Summoning (Darkest Powers, #1)",Kelley Armstrong
1227,"The Awakening (Darkest Powers, #2)",Kelley Armstrong
419,"Blood Promise (Vampire Academy, #4)",Richelle Mead
418,"Spirit Bound (Vampire Academy, #5)",Richelle Mead
1696,"Glass Houses (The Morganville Vampires, #1)",Rachel Caine
1093,"Awakened (House of Night, #8)","P.C. Cast, Kristin Cast"
224,"Fallen (Fallen, #1)",Lauren Kate
600,"Torment (Fallen, #2)",Lauren Kate
945,"Passion (Fallen, #3)",Lauren Kate
1147,"Beautiful Darkness (Caster Chronicles, #2)","Kami Garcia, Margaret Stohl"
1425,"Beautiful Chaos (Caster Chronicles, #3)","Kami Garcia, Margaret Stohl, Paz Pruneda"
2488,"Need (Need, #1)",Carrie Jones
1724,Nightshade (Nightshade #1; Nightshade World #4),Andrea Cremer
1861,"Shadowland (The Immortals, #3)",Alyson Noel
2529,"Dark Flame (The Immortals, #4)",Alyson Noel
1559,"Rapture (Fallen, #4)",Lauren Kate
543,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead
206,"The Selection (The Selection, #1)",Kiera Cass
423,"The Elite (The Selection, #2)",Kiera Cass
506,"The One (The Selection, #3)",Kiera Cass
1062,"The Heir (The Selection, #4)",Kiera Cass
2179,"The Crown (The Selection, #5)",Kiera Cass
1860,"Ruby Red (Precious Stone Trilogy, #1)","Kerstin Gier, Anthea Bell"
1471,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron
821,The Best of Me,Nicholas Sparks
1268,Where We Belong,Emily Giffin
1066,"The Summer I Turned Pretty (Summer, #1)",Jenny Han
1781,Don't Let the Pigeon Drive the Bus!,Mo Willems
981,"Blue Bloods (Blue Bloods, #1)",Melissa de la Cruz
1540,"Masquerade (Blue Bloods, #2)",Melissa de la Cruz
2134,"Evernight (Evernight, #1)",Claudia Gray
406,The New Drawing on the Right Side of the Brain,Betty Edwards
1331,Go the Fuck to Sleep,"Adam Mansbach, Ricardo Cortés"
837,"Every Day (Every Day, #1)",David Levithan
1403,Horns,Joe Hill
1816,Redshirts,John Scalzi
1814,Left Neglected,Lisa Genova
2591,"Beyond the Highland Mist (Highlander, #1)",Karen Marie Moning
1958,"Destined (House of Night, #9)","P.C. Cast, Kristin Cast"
1070,"Darkfever (Fever, #1)",Karen Marie Moning
1945,"Bloodfever (Fever, #2)",Karen Marie Moning
1901,"Shadowfever (Fever, #5)",Karen Marie Moning
1946,"Faefever (Fever, #3)",Karen Marie Moning
1891,"Dreamfever (Fever, #4)",Karen Marie Moning
1517,"The Twelve (The Passage, #2)",Justin Cronin
1857,"In the Hand of the Goddess (Song of the Lioness, #2)",Tamora Pierce
1863,"Lioness Rampant (Song of the Lioness, #4)",Tamora Pierce
2608,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",Tamora Pierce
1164,The Snow Child,Eowyn Ivey
1330,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,Richard Carlson
1634,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Michael Scott
1575,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle"
656,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter
645,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Alex Flinn
875,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr
1652,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",Ally Carter
1095,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer
2138,"Sizzling Sixteen (Stephanie Plum, #16)",Janet Evanovich
1906,"Rules of Attraction (Perfect Chemistry, #2)",Simone Elkeles
1257,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost
1254,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch
2341,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton
2605,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell K. Hamilton
1553,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton
2549,"Blue Moon (Anita Blake, Vampire Hunter, #8)",Laurell K. Hamilton
2550,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",Laurell K. Hamilton
2090,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",Laurell K. Hamilton
2201,"Wings (Wings, #1)",Aprilynne Pike
1192,Between Shades of Gray,Ruta Sepetys
1680,"Blue Dahlia (In the Garden, #1)",Nora Roberts
1398,"Extras (Uglies, #4)",Scott Westerfeld
2381,"The Final Warning (Maximum Ride, #4)",James Patterson
1017,The Girl You Left Behind,Jojo Moyes
1483,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward
1954,The Haunting of Hill House,"Shirley Jackson, Laura   Miller"
203,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire
539,"Hopeless (Hopeless, #1)",Colleen Hoover
938,"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski
812,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Abbi Glines
1219,"The Coincidence of Callie & Kayden (The Coincidence, #1)",Jessica Sorensen
1295,"Never Too Far (Rosemary Beach, #2; Too Far, #2)",Abbi Glines
796,"On Dublin Street (On Dublin Street, #1)",Samantha Young
2153,"The Secret of Ella and Micha (The Secret, #1)",Jessica Sorensen
676,"Entwined with You (Crossfire, #3)",Sylvia Day
218,"Bared to You (Crossfire, #1)",Sylvia Day
334,"Reflected in You (Crossfire, #2)",Sylvia Day
904,"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard
2562,"The Perfect Game (The Perfect Game, #1)",J. Sterling
1134,"Gabriel's Rapture (Gabriel's Inferno, #2)",Sylvain Reynard
1753,"Reason to Breathe (Breathing, #1)",Rebecca Donovan
2141,"Barely Breathing (Breathing, #2)",Rebecca Donovan
1994,"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",Abbi Glines
1209,"The Marriage Bargain (Marriage to a Billionaire, #1)",Jennifer Probst
1776,"Playing for Keeps (Neighbor from Hell, #1)",R.L. Mathewson
2294,"Enclave (Razorland, #1)",Ann Aguirre
1413,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi
1850,"Wake (Wake, #1)",Lisa McMann
1767,The Sky Is Everywhere,Jandy Nelson
1599,Night Road,Kristin Hannah
1871,"Rules of Prey (Lucas Davenport, #1)",John Sandford
1191,"Ringworld (Ringworld, #1)",Larry Niven
1346,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie
1230,Before They Are Hanged (The First Law #2),Joe Abercrombie
393,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas
1264,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas
1818,"One Foot in the Grave (Night Huntress, #2)",Jeaniene Frost
1273,"Dead Witch Walking (The Hollows, #1)",Kim Harrison
3105,"Magic Burns (Kate Daniels, #2)",Ilona Andrews
2971,"Magic Strikes (Kate Daniels, #3)",Ilona Andrews
2105,"Magic Bites (Kate Daniels, #1)",Ilona Andrews
2998,"Magic Bleeds (Kate Daniels, #4)",Ilona Andrews
2275,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost
2287,"At Grave's End (Night Huntress, #3)",Jeaniene Frost
1959,"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich
2264,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich
917,"The Blade Itself (The First Law, #1)",Joe Abercrombie
1756,M.C. Escher: The Graphic Work,"M.C. Escher, Bruce Brooks Pfeiffer"
1387,"Origins (The Vampire Diaries: Stefan's Diaries, #1)","L.J. Smith, Kevin Williamson, Julie Plec"
2205,Sapiens: A Brief History of Humankind,Yuval Noah Harari
1429,"Beyond the Shadows (Night Angel, #3)",Brent Weeks
1546,"The Black Prism (Lightbringer, #1)",Brent Weeks
1674,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence
1440,Have a Little Faith: a True Story,Mitch Albom
1527,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe
1731,"The Desert Spear (Demon Cycle, #2)",Peter V. Brett
1513,"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward
2237,"Lover Reborn (Black Dagger Brotherhood, #10)",J.R. Ward
3436,"Ms. Marvel, Vol. 1: No Normal","G. Willow Wilson, Adrian Alphona"
1948,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",Ransom Riggs
1108,The Complete Fairy Tales,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter"
1532,Sing You Home,Jodi Picoult
1189,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny,Robin S. Sharma
2542,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",K.A. Tucker
2244,"Saga, Vol. 2 (Saga, #2)","Brian K. Vaughan, Fiona Staples"
1029,"Saga, Vol. 1 (Saga, #1)","Brian K. Vaughan, Fiona Staples"
1126,"Vampire Knight, Vol. 1 (Vampire Knight, #1)","Matsuri Hino, Tomo Kimura"
2319,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter
2762,"Angels' Blood (Guild Hunter, #1)",Nalini Singh
2227,Stolen: A Letter to My Captor,Lucy Christopher
2267,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa
1022,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas
2017,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",Michael Scott
2116,"A Darker Shade of Magic (Shades of Magic, #1)","V.E. Schwab, Victoria Schwab"
1207,The Swiss Family Robinson  ,"Johann David Wyss, Scott McKowen, Arthur Pober"
1669,"13 Little Blue Envelopes (Little Blue Envelope, #1)",Maureen Johnson
1523,"Wither (The Chemical Garden, #1)",Lauren DeStefano
907,"Vision in White (Bride Quartet, #1)",Nora Roberts
1511,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),"Patrick Rothfuss, Nate  Taylor"
1728,Uprooted,Naomi Novik
1322,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle
1887,Cyrano de Bergerac,"Edmond Rostand, Eteel Lawson, Lowell Bair"
1366,"The Infinite Sea (The 5th Wave, #2)",Rick Yancey
607,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare
759,"Bloodlines (Bloodlines, #1)",Richelle Mead
1416,"The Golden Lily (Bloodlines, #2)",Richelle Mead
1890,"The Indigo Spell (Bloodlines, #3)",Richelle Mead
1478,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina
1836,The Kissing Hand,"Audrey Penn, Ruth E. Harper, Nancy M. Leak"
1297,The Statistical Probability of Love at First Sight,Jennifer E. Smith
1140,"Hex Hall (Hex Hall, #1)",Rachel Hawkins
1799,"Demonglass (Hex Hall, #2)",Rachel Hawkins
1193,Frindle,"Andrew Clements, Brian Selznick"
947,"Angelfall (Penryn & the End of Days, #1)",Susan Ee
1122,"Finale (Hush, Hush, #4)",Becca Fitzpatrick
1542,"Losing It (Losing It, #1)",Cora Carmack
1702,"Rule (Marked Men, #1)","Jay Crownover, Charlotte Connan de vries"
1773,"Reckless (Thoughtless, #3)",S.C. Stephens
2364,"The Vincent Boys (The Vincent Boys, #1)",Abbi Glines
1983,"Breathe (Sea Breeze, #1)",Abbi Glines
2665,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",Abbi Glines
2306,"Every Which Way But Dead (The Hollows, #3)",Kim Harrison
2626,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renee Ahdieh
1197,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth
1668,"Six of Crows (Six of Crows, #1)",Leigh Bardugo
1415,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries
564,It's Kind of a Funny Story,Ned Vizzini
1244,Wintergirls,Laurie Halse Anderson
1618,"A Voice in the Wind (Mark of the Lion, #1)","Francine Rivers, Richard Ferrone"
1438,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson
726,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver
1496,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",George R.R. Martin
1166,"The Last Straw (Diary of a Wimpy Kid, #3)",Jeff Kinney
1043,"Rodrick Rules (Diary of a Wimpy Kid, #2)",Jeff Kinney
2152,"Perfect (Pretty Little Liars, #3)",Sara Shepard
1604,"Impulse (Impulse, #1)",Ellen Hopkins
995,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin
1004,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins
2104,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Stephanie Perkins
942,"Wallbanger (Cocktail, #1)",Alice Clayton
1080,My Life Next Door,Huntley Fitzpatrick
921,All the Bright Places,"Jennifer Niven, فرانک معنوی"
827,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han
2112,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han
1932,"Lover Unleashed (Black Dagger Brotherhood, #9)",J.R. Ward
2040,"Losing Hope (Hopeless, #2)",Colleen Hoover
1110,"Maybe Someday (Maybe, #1)",Colleen Hoover
2450,The Sea of Tranquility,Katja Millay
2826,"Lick (Stage Dive, #1)",Kylie Scott
2795,Archer's Voice,Mia Sheridan
1453,"Everything, Everything","Nicola Yoon, David Yoon"
1637,"Anna Dressed in Blood (Anna, #1)",Kendare Blake
1109,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",Mark Cotta Vaz
548,"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard
1824,"Flawless (Pretty Little Liars, #2)",Sara Shepard
1919,"Dash & Lily's Book of Dares (Dash & Lily, #1)","Rachel Cohn, David Levithan"
1779,"Bitten (Women of the Otherworld, #1)",Kelley Armstrong
1974,Ghost Story,Peter Straub
1132,The Amityville Horror,Jay Anson
1737,"Glass Sword (Red Queen, #2)",Victoria Aveyard
1545,"The House at Pooh Corner (Winnie-the-Pooh, #2)","A.A. Milne, Ernest H. Shepard"
922,"Déjà Dead (Temperance Brennan, #1)",Kathy Reichs
2369,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout
1169,"Onyx (Lux, #2)",Jennifer L. Armentrout
750,"Obsidian (Lux, #1)",Jennifer L. Armentrout
2868,"Existence (Existence Trilogy, #1)",Abbi Glines
2356,"Origin (Lux, #4)",Jennifer L. Armentrout
861,"Walking Disaster (Beautiful, #2)",Jamie McGuire
1165,"Wait for You (Wait for You, #1)","J. Lynn, Jennifer L. Armentrout"
1285,"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry
965,"Thoughtless (Thoughtless, #1)",S.C. Stephens
1658,"Tangled (Tangled, #1)",Emma Chase
1036,"Effortless (Thoughtless, #2)",S.C. Stephens
1130,Ugly Love,Colleen Hoover
2208,"Down to You (The Bad Boys, #1)",M. Leighton
2178,"The Deal (Off-Campus, #1)",Elle Kennedy
1562,Confess,Colleen Hoover
2183,"Love Unscripted (Love, #1)",Tina Reber
803,"Fruits Basket, Vol. 1","Natsuki Takaya, Alethea Nibley, Athena Nibley"
893,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)","Hiromu Arakawa, Akira Watanabe"
